JobID,JobName,VolumeName,Level,JobStatus,WeekNum,VolStatus,VolUseEnd,VolRecycleTime,DayOfWeek,StartTime,Files,GB
4,webserver-job,webserver-monthly-CopyPool-0,F,T,1,Used,NA,2018-09-24 22:56:46,Friday,2017-01-06 22:00:00,2030,0.058
44,webserver-job,webserver-weekly-CopyPool-1,F,T,3,Used,NA,2017-10-25 23:15:13,Friday,2017-01-20 22:00:00,2030,0.058
64,webserver-job,webserver-weekly-CopyPool-2,F,T,4,Used,NA,2017-10-25 23:24:22,Friday,2017-01-27 22:00:00,2030,0.058
84,webserver-job,webserver-monthly-CopyPool-1,F,T,5,Append,2017-02-06 20:00:06,NA,Friday,2017-02-03 22:00:00,2030,0.058
96,webserver-job,webserver-daily-CopyPool-1,D,T,6,Used,NA,2017-10-06 23:59:43,Wednesday,2017-02-08 22:00:00,2029,0.058
100,webserver-job,webserver-daily-CopyPool-1,D,T,6,Used,NA,2017-10-06 23:59:43,Thursday,2017-02-09 22:00:00,2029,0.058
104,webserver-job,webserver-weekly-CopyPool-0,F,T,6,Append,2017-09-30 21:42:36,NA,Friday,2017-02-10 22:00:00,2030,0.058
108,webserver-job,webserver-daily-CopyPool-1,D,T,7,Used,NA,2017-10-06 23:59:43,Monday,2017-02-13 22:00:00,2028,0.058
112,webserver-job,webserver-daily-CopyPool-1,D,T,7,Used,NA,2017-10-06 23:59:43,Tuesday,2017-02-14 22:00:00,2028,0.058
116,webserver-job,webserver-daily-CopyPool-1,D,T,7,Used,NA,2017-10-06 23:59:43,Wednesday,2017-02-15 22:00:00,2028,0.058
120,webserver-job,webserver-daily-CopyPool-1,D,T,7,Used,NA,2017-10-06 23:59:43,Thursday,2017-02-16 22:00:00,2028,0.058
124,webserver-job,webserver-weekly-CopyPool-0,F,T,7,Append,2017-09-30 21:42:36,NA,Friday,2017-02-17 22:00:00,2030,0.058
128,webserver-job,webserver-daily-CopyPool-1,D,T,8,Used,NA,2017-10-06 23:59:43,Monday,2017-02-20 22:00:01,2028,0.058
132,webserver-job,webserver-daily-CopyPool-1,D,T,8,Used,NA,2017-10-06 23:59:43,Tuesday,2017-02-21 22:00:00,2028,0.058
136,webserver-job,webserver-daily-CopyPool-1,D,T,8,Used,NA,2017-10-06 23:59:43,Wednesday,2017-02-22 22:00:00,2028,0.058
140,webserver-job,webserver-daily-CopyPool-1,D,T,8,Used,NA,2017-10-06 23:59:43,Thursday,2017-02-23 22:00:00,2028,0.058
144,webserver-job,webserver-weekly-CopyPool-0,F,T,8,Append,2017-09-30 21:42:36,NA,Friday,2017-02-24 22:00:00,2030,0.058
148,webserver-job,webserver-daily-CopyPool-0,D,T,9,Append,2017-10-02 00:04:52,NA,Monday,2017-02-27 22:00:01,2028,0.058
