JobID,JobName,VolumeName,Level,JobStatus,WeekNum,VolStatus,VolUseEnd,VolRecycleTime,DayOfWeek,StartTime,Files,GB
1,webserver-job,webserver-monthly-volnum-0,F,T,1,Used,NA,2018-01-03 22:00:02,Friday,2017-01-06 22:00:00,2030,0.058
81,webserver-job,webserver-monthly-volnum-1,F,T,5,Used,NA,2018-01-31 22:00:03,Friday,2017-02-03 22:00:00,2030,0.058
161,webserver-job,webserver-monthly-volnum-2,F,T,9,Used,NA,2018-02-28 22:00:03,Friday,2017-03-03 22:00:00,2030,0.058
181,webserver-job,webserver-weekly-volnum-2,F,T,10,Used,NA,2017-04-07 22:00:03,Friday,2017-03-10 22:00:00,2030,0.058
201,webserver-job,webserver-weekly-volnum-3,F,T,11,Used,NA,2017-04-14 22:00:03,Friday,2017-03-17 22:00:00,2030,0.058
221,webserver-job,webserver-weekly-volnum-0,F,T,12,Used,NA,2017-04-21 22:00:03,Friday,2017-03-24 22:00:00,2030,0.058
225,webserver-job,webserver-daily-volnum-1,D,T,13,Used,NA,2017-04-08 22:00:04,Monday,2017-03-27 22:00:00,2028,0.058
229,webserver-job,webserver-daily-volnum-1,D,T,13,Used,NA,2017-04-08 22:00:04,Tuesday,2017-03-28 22:00:01,2028,0.058
233,webserver-job,webserver-daily-volnum-1,D,T,13,Used,NA,2017-04-08 22:00:04,Wednesday,2017-03-29 22:00:00,2028,0.058
237,webserver-job,webserver-daily-volnum-1,D,T,13,Used,NA,2017-04-08 22:00:04,Thursday,2017-03-30 22:00:00,2028,0.058
241,webserver-job,webserver-weekly-volnum-1,F,T,13,Append,2017-04-03 20:00:00,NA,Friday,2017-03-31 22:00:00,2030,0.058
245,webserver-job,webserver-daily-volnum-0,D,T,14,Used,NA,2017-04-15 22:00:04,Monday,2017-04-03 22:00:01,2028,0.058
249,webserver-job,webserver-daily-volnum-0,D,T,14,Used,NA,2017-04-15 22:00:04,Tuesday,2017-04-04 22:00:00,2028,0.058
253,webserver-job,webserver-daily-volnum-0,D,T,14,Used,NA,2017-04-15 22:00:04,Wednesday,2017-04-05 22:00:00,2028,0.058
257,webserver-job,webserver-daily-volnum-0,D,T,14,Used,NA,2017-04-15 22:00:04,Thursday,2017-04-06 22:00:00,2028,0.058
261,webserver-job,webserver-monthly-volnum-3,F,T,14,Append,2017-04-10 20:00:01,NA,Friday,2017-04-07 22:00:01,2030,0.058
