JobID,JobName,VolumeName,Level,JobStatus,WeekNum,VolStatus,VolUseEnd,VolRecycleTime,DayOfWeek,StartTime,Files,GB
14,webserver-job,webserver-monthly-volnum-0,F,T,1,Used,NA,2018-01-03 22:00:05,Friday,2017-01-06 22:00:00,2030,0.058
113,webserver-job,webserver-weekly-volnum-0,F,T,2,Used,NA,2017-02-10 22:00:02,Friday,2017-01-13 22:00:00,2030,0.058
276,webserver-job,webserver-weekly-volnum-1,F,T,3,Used,NA,2017-02-17 22:00:03,Friday,2017-01-20 22:00:00,2030,0.058
443,webserver-job,webserver-weekly-volnum-2,F,T,4,Append,2017-01-30 20:00:00,NA,Friday,2017-01-27 22:00:00,2030,0.058
466,webserver-job,webserver-daily-volnum-1,D,T,5,Used,NA,2017-02-11 22:00:04,Monday,2017-01-30 22:00:01,2029,0.058
497,webserver-job,webserver-daily-volnum-1,D,T,5,Used,NA,2017-02-11 22:00:04,Tuesday,2017-01-31 22:00:01,2029,0.058
532,webserver-job,webserver-daily-volnum-1,D,T,5,Used,NA,2017-02-11 22:00:04,Wednesday,2017-02-01 22:00:00,2029,0.058
571,webserver-job,webserver-daily-volnum-1,D,T,5,Used,NA,2017-02-11 22:00:04,Thursday,2017-02-02 22:00:01,2029,0.058
614,webserver-job,webserver-monthly-volnum-1,F,T,5,Append,2017-02-06 20:00:00,NA,Friday,2017-02-03 22:00:00,2030,0.058
633,webserver-job,webserver-daily-volnum-0,D,T,6,Append,2017-02-10 22:00:00,NA,Monday,2017-02-06 22:00:00,2029,0.058
664,webserver-job,webserver-daily-volnum-0,D,T,6,Append,2017-02-10 22:00:00,NA,Tuesday,2017-02-07 22:00:00,2029,0.058
699,webserver-job,webserver-daily-volnum-0,D,T,6,Append,2017-02-10 22:00:00,NA,Wednesday,2017-02-08 22:00:00,2029,0.058
